Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
51023_EMOTIONS_parent_CK.docx,1,970,8.9,79.81,80.12,22.82,80.83,8.56,96.8,84.23,61.24,20.72,14.64,7.32,0.62,6.29,0.1,0.31,6.08,14.74,4.54,2.78,11.03,10.72,7.84,8.66,1.96,27.53,6.29,4.64,3.4,3.2,0.1,0,12.37,1.75,10.62,3.2,3.2,1.75,0.93,0.62,1.44,0.31,5.88,2.89,2.68,4.43,1.34,2.58,0.93,1.03,0.52,0,14.23,3.2,0.31,0,0,0,2.16,11.03,2.37,0.52,0.93,0.72,0,0,0,0,4.12,0.82,1.13,1.96,0.1,0.1,1.03,0.1,0,0,0,0,0,0.82,0,1.34,0.62,1.65,0,0,0,0,0.1,0,10.82,10.21,0.1,5.26,4.43,0.62,0.21,0.82,2.99,1.03,9.07,4.54,3.71,0,2.27,1.03,0.41,5.98,0,0.31,1.13,0,4.33,0.21
51026_EMOTIONS_parent_MM.docx,1,1485,7.94,44.44,80.35,50.17,43.68,9.56,94.34,85.19,61.35,21.55,14.34,7.47,1.01,4.18,0.4,1.21,7.21,13.74,5.59,2.96,9.97,12.66,8.01,6.33,2.15,25.66,9.36,4.24,3.3,1.95,1.35,0,14.55,1.82,12.73,3.03,1.14,2.63,3.64,0.47,3.03,0.07,6.6,3.91,1.95,3.57,1.01,1.82,1.08,0.54,0.2,0,10.44,2.36,0.4,0.34,0,0.07,1.28,8.22,0.61,0.4,0.27,0.61,0.07,0,0,0.07,2.29,1.21,0.27,0.34,0.2,0.27,0.47,0.07,0,0.07,0,0,0,0.34,0,0.61,0.54,1.28,0.13,0,0,0.2,0.07,0,13.13,8.89,0,3.5,4.98,1.01,0.13,0.27,3.84,1.89,8.62,3.91,8.15,0.61,5.79,2.36,0,8.62,0,0,2.22,0,6.33,0.07
51032_EMOTIONS_parent_MM.docx,1,478,15.93,68.18,66.73,17.79,26.56,11.09,93.72,85.15,63.18,17.99,11.3,4.18,0.63,6.28,0.21,0,6.69,16.32,5.23,6.9,9.62,11.92,7.95,3.97,2.72,28.45,9.62,7.95,2.72,1.67,1.05,0,12.13,1.88,10.25,1.67,1.67,3.56,1.26,0,3.14,0,6.07,2.51,2.72,3.77,0.21,2.72,1.88,0.63,0.21,0,10.67,2.72,0.63,0,0,0,1.88,7.95,0.42,0,0,0.42,0,0,0,0,1.88,1.46,0,0.42,0,0,0.42,0.21,0,0,0,0,0,0,0,2.93,1.05,1.05,0,0,0,0.42,0,0.21,10.67,12.76,0,6.07,6.28,1.46,0.21,0,2.93,0.63,8.79,7.32,6.07,0,4.39,1.67,0,7.53,0.42,2.09,3.14,0,1.88,0
51033_EMOTIONS_parent_SS.docx,1,197,40.3,83.44,98,1.68,49.25,11.68,94.92,82.74,54.31,14.72,9.64,3.05,0.51,6.09,0,0,5.08,22.34,3.05,14.72,9.14,7.61,3.55,2.54,3.55,29.44,8.63,15.23,4.57,3.55,1.02,0,8.12,2.03,6.09,0.51,2.03,0,0,0,1.02,0,8.12,2.54,5.58,6.6,1.52,5.08,3.05,1.52,0.51,0,10.66,1.52,0.51,0,0,0,0.51,9.14,1.52,1.02,0.51,0.51,0,0,0,0,3.55,0.51,2.03,1.02,0,0,1.52,0,0,0,0,0,0,1.52,0,0,0,1.02,0,0,0,0,0.51,0,13.2,14.72,0,11.17,9.14,0.51,0,0,4.57,2.03,6.09,5.58,2.03,0.51,2.03,0,0,6.09,0,0,1.52,0,4.57,0
51034_EMOTIONS_parent_SS.docx,1,595,4.84,81.26,71.06,5.2,35,8.4,97.14,85.38,59.5,19.33,13.45,5.38,1.85,6.05,0,0.17,5.88,16.47,3.53,7.23,6.22,13.78,5.88,6.89,2.35,26.22,11.93,8.74,3.53,2.69,0.67,0.34,12.27,0.5,11.6,1.51,2.35,4.03,1.34,0.67,2.02,0.34,7.56,2.86,4.71,4.54,0.17,4.37,0.67,2.02,1.68,0,10.59,1.01,0,0,0,0,0.84,9.41,1.34,0,0.17,0.67,0.67,0,0,0.67,4.2,1.18,0,2.02,1.01,0,1.01,0,0,0,0,0,0,0.5,0.17,0.84,0.5,1.51,0.84,0.34,0,0,0,0.17,11.93,11.76,0.17,5.88,5.55,1.01,0.34,0.5,4.87,2.52,7.9,2.52,5.88,0,3.36,2.52,0,8.24,0,0.34,2.69,0,5.21,0
51035_EMOTIONS_parent_CK.docx,1,1666,7.53,88.56,65.72,15.53,27.31,10.62,93.82,82.95,58.82,21.31,13.99,4.5,2.28,6.18,0.54,0.48,7.32,14.89,4.14,4.5,8.7,13.27,5.94,5.28,2.58,28.33,10.02,5.28,4.08,3.78,0.3,0.06,15.07,0.72,14.35,3.96,1.56,3.36,2.4,0.3,3.18,0.18,7.08,3.06,3.48,4.68,0.84,3.3,1.14,0.9,1.02,0,13.93,2.58,0.24,0.06,0,0.06,1.08,11.46,1.02,0.54,0.54,0.84,0.36,0,0,0.36,2.64,1.26,0.36,0.84,0.18,0,0.48,0.12,0,0,0,0,0,0.18,0.06,1.26,1.38,1.26,0.42,0.12,0.12,0.06,0,0,10.08,11.22,0,4.32,5.52,0.54,0,2.22,2.76,3.42,7.98,3.12,5.16,0,3.36,1.62,0.18,9.18,0,0.06,3.6,0,5.52,0
51043_EMOTIONS_parent_CK.docx,1,530,14.41,55.81,85.55,55.47,53,6.42,95.09,80.94,56.23,20.19,14.34,8.3,1.13,4.53,0.38,0,5.85,18.49,5.66,6.79,7.55,9.25,6.98,5.66,1.7,23.96,9.81,8.49,2.83,2.26,0.57,0,9.43,1.13,8.3,1.7,2.45,2.45,0.75,0,1.32,0,7.36,4.72,2.45,4.72,2.64,1.89,0.38,0.57,0.94,0,11.13,2.08,0,0.38,0,0,1.32,8.3,1.13,0.19,1.32,0.38,0.19,0,0,0.19,4.72,1.89,0.94,1.7,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0.94,1.7,0.38,0,0,0.19,0,0.19,15.28,10.57,0.19,4.91,4.15,1.89,0.19,0,6.42,1.51,10.57,2.26,4.91,0.38,3.96,0.57,0,6.98,0,0,1.7,0,5.28,0
51046_EMOTIONS_parent_MM.docx,1,547,27.37,92.71,73.45,7.21,91.17,9.87,95.61,82.08,56.86,16.45,12.25,4.2,0.18,7.86,0,0,4.2,18.46,5.48,7.86,9.32,9.51,5.48,6.58,1.28,22.3,11.15,8.96,2.56,1.65,0.91,0.18,7.68,1.46,6.22,0.37,0.91,1.83,0.18,0.37,1.65,0,6.95,2.56,4.02,4.02,0.18,3.47,1.65,1.28,0.55,0,12.43,2.01,0.18,0,0,0,1.46,10.42,2.01,0.18,0.37,0.73,0,0,0,0,4.75,2.01,0.91,2.01,0,0,0.18,0,0,0,0,0,0,0,0,1.46,0.18,0.73,0,0.18,0,0.37,0.18,0.18,12.25,13.35,0,6.95,6.4,0.37,0,0,3.84,1.1,9.14,2.93,8.41,0,6.03,2.38,0,5.12,0,1.46,0.91,0,2.56,0.18
51048_EMOTIONS_parent_MM.docx,1,357,13.53,78.92,83.69,3.66,51,7.56,98.32,84.31,53.78,19.33,12.32,5.32,1.4,5.32,0,0.28,7,12.32,3.36,3.92,7.28,9.24,7.28,4.48,1.4,23.81,12.89,5.6,4.48,3.36,1.12,0,13.45,0.84,12.61,2.8,0.84,2.8,2.24,1.4,2.24,0,8.68,3.08,5.32,5.04,0.84,3.92,1.12,0,2.8,0,11.48,1.96,0.28,0,0,0,0.84,9.24,1.68,0.56,0.28,0.84,0.56,0,0,0.56,2.8,0.56,0,1.68,0.56,0,0,0,0,0,0,0,0,0,0,0.56,0.56,0.84,0.84,0,0,0,0.84,0,12.89,13.45,0.56,2.24,7.84,2.52,0,1.4,5.88,3.64,6.16,2.52,8.96,0,3.92,4.76,0.28,4.76,0,1.68,1.68,0,1.4,0
51049_EMOTIONS_parent_SS.docx,1,249,61.08,87.28,16.95,4.53,41.5,9.64,95.58,82.73,50.2,14.06,7.63,2.01,0,5.62,0,0,6.43,23.29,6.02,12.05,8.43,8.03,2.41,1.2,1.61,27.71,13.65,12.05,3.61,1.2,2.41,1.2,9.64,2.41,7.23,0,0.4,5.62,0,0,0.4,0,8.03,2.81,4.82,5.22,0,4.82,0.8,1.61,2.41,0,10.84,3.21,0,0,0,0,2.81,7.63,0.8,0.4,0,0,0,0,0,0,4.82,2.41,0.8,1.61,0,0,0.8,0,0,0,0,0,0,0.4,0.4,0.8,0,0.8,0,0,0,0.4,0,0,17.67,11.65,0.4,7.23,5.22,0.4,0,0,3.61,0.4,6.43,6.43,8.03,0,7.23,0.8,0,3.21,0,0,2.01,0,1.2,0
51052_EMOTIONS_parent_SS.docx,1,1187,11.21,96.02,68.71,45.59,21.98,7.41,94.95,82.98,59.06,19.46,13.65,3.45,1.26,8.51,0.34,0.08,5.81,13.14,5.48,2.7,9.94,12.38,7.58,6.66,1.94,27.21,8.17,3.88,2.86,2.7,0.08,0,14.66,1.1,13.56,3.71,2.78,3.62,2.86,0.51,3.37,0,6.4,3.88,2.19,4.47,1.94,2.19,0.59,1.26,0.25,0,16.43,4.13,0.08,0,0,0,2.78,12.3,1.6,0.17,0.59,0.93,0,0,0,0,3.03,1.1,0.17,1.68,0.08,0,0.76,0.08,0,0,0,0,0,0.17,0,0.42,0.76,0.84,0,0,0.08,0,0.08,0.08,10.36,12.81,0.17,6.23,5.39,0.93,0.25,1.18,2.61,2.78,8.42,3.2,4.38,0,3.12,1.18,0.08,8.93,0,0,4.47,0,4.47,0
51055_EMOTIONS_parent_CK.docx,1,920,6.42,95.33,54.93,17.7,43.81,12.39,97.07,82.39,59.89,20.76,14.24,5,0.22,7.93,0.11,0.87,6.52,19.02,3.48,7.28,7.93,12.5,7.39,5.54,1.85,25.22,11.85,8.37,4.67,3.59,0.65,0.33,15.54,0.87,14.57,1.3,2.39,4.13,2.61,0.11,2.72,0.11,10.22,4.89,5.11,7.17,2.83,4.13,2.72,0.76,0.54,0,17.07,2.83,0.43,0,0,0,1.41,14.24,3.91,0.22,0.54,1.74,0.22,0,0,0.22,3.8,1.09,0.33,2.28,0.11,0,0.54,0.11,0,0,0,0,0,0.11,0,0.76,0,1.52,0,0,0,0.11,0.54,0,11.63,10.22,0,5.33,5.65,0.43,0,0.33,3.04,2.17,3.48,3.15,3.91,0,3.59,0.22,0.11,6.85,0,0,2.17,0,4.67,0
51057_EMOTIONS_parent_CK.docx,1,599,17.18,90,55.37,42.5,33.28,8.18,95.99,82.8,54.76,20.7,14.19,5.68,1.5,5.84,0,1,6.51,17.53,5.84,7.01,6.68,10.68,5.84,2.67,1.67,28.21,10.02,7.51,4.84,4.01,0.83,0.17,9.52,0.17,9.35,1.17,1.5,4.51,1.67,0,1.5,0,8.35,4.84,3.34,4.84,1.67,2.84,0.83,0.67,1.34,0,15.53,3.84,0.67,0,0,0,2.67,11.69,2.34,0.67,0.33,1.17,0.17,0,0,0.17,4.01,2.34,0.17,1.5,0,0,0,0,0,0,0,0,0,0,0,0.33,1.34,1.67,0,0,0,0.17,0.67,0,12.52,11.85,0.33,7.01,4.84,1.17,0.17,0.67,3.17,1.67,6.01,4.67,7.18,0.17,4.34,2,0.83,8.51,0,0,2.84,0,5.68,0
51062_EMOTIONS_parent_MM.docx,1,1102,26.68,95.8,54.79,50.92,157.43,10.07,96.73,84.21,56.72,16.33,11.25,1.91,0.54,6.17,1.27,1.36,5.08,16.15,5.08,7.17,8.62,7.08,7.99,5.99,1.09,22.41,8.8,7.89,3.27,2.09,1.18,0.18,14.34,2.45,11.89,2.45,2.45,1.81,2.63,0.54,2.27,0,6.53,4.26,2.27,3.54,1.45,2.09,0.91,0.36,0.82,0,15.06,3.36,0.91,0.54,0,0,1.54,11.71,1.36,0.18,1.36,0.91,0,0,0,0,2.72,0.64,0.45,1.45,0.18,0,1.27,0.27,0.18,0,0,0,0,0.45,0.45,1.09,0.18,1.27,0.18,0,0,0.27,0.09,0,15.7,12.07,0.18,5.17,5.63,0.64,0.09,1.36,4.45,1.91,6.53,2.45,8.35,0.09,5.08,3.18,0,1.91,0,0.54,0.54,0,0.73,0.09
51065_EMOTIONS_parent_MM.docx,1,725,4.44,43.3,89.73,82.68,80.56,10.07,98.07,85.24,60,20.14,14.07,8.14,1.38,4.41,0,0.14,6.07,14.76,2.76,5.52,7.59,10.48,11.03,5.52,2.21,24.97,9.1,6.62,3.45,2.21,1.24,0.14,10.21,1.24,8.97,2.76,0.55,2.34,2.34,0.55,2.07,0,8.69,6.07,1.93,6.48,3.86,1.66,0.83,0.28,0.41,0,9.24,2.07,0.41,0,0,0,1.38,7.17,0.97,0.14,0.14,0.55,0.14,0,0,0.14,2.21,0.97,0.14,0.97,0.14,0,0.97,0.28,0,0,0,0,0,0.14,0,0.28,0.83,1.79,0,0,0.14,0.14,0,0.28,14.48,9.93,0,4.83,5.79,1.1,0.14,0,3.86,3.31,6.9,2.07,11.59,0,5.93,5.1,0.55,3.45,0,0,1.1,0,2.34,0
51067_EMOTIONS_parent_SS.docx,1,875,21.74,84.26,63.35,36.57,54.69,8.34,93.83,80,56.46,17.83,11.89,4.57,0.23,6.97,0,0.11,5.94,20.46,6.86,7.09,7.09,10.74,6.4,4,1.83,24.91,8.11,8.23,3.2,1.71,1.49,0.34,9.83,0.69,9.14,1.94,1.71,3.09,1.6,0.57,2.06,0,8,4.11,2.97,4.69,1.26,2.63,0.57,1.6,0.46,0.11,12,2.29,0.23,0,0,0,1.83,9.71,0.69,0.57,0,0.11,0.11,0,0,0.11,4.46,1.03,0.91,2.29,0.23,0,0.34,0,0,0,0,0,0,0.34,0,0.69,0.57,1.26,0.46,0,0,0.46,0.34,0,10.63,12.8,0.11,5.83,6.17,1.03,0,0.46,2.51,1.71,9.14,2.4,4.8,0,2.29,2.17,0.34,5.6,0,0,1.71,0,3.89,0
51073_EMOTIONS_parent_CK.docx,1,711,27.44,53.5,91.65,38.56,47.4,7.31,94.51,79.89,57.52,19.69,10.41,4.92,0.7,4.64,0.14,0,9.28,16.88,4.64,5.2,11.53,8.72,4.78,4.92,2.53,24.75,7.45,6.19,4.5,2.11,2.39,0.28,9.85,1.13,8.72,1.97,1.69,2.25,1.13,0.28,3.09,0,7.45,4.08,2.81,3.94,1.41,1.97,0.42,0.56,0.98,0,10.69,2.95,0.14,0,0,0,2.53,7.45,1.13,0.56,0.42,0.42,0,0,0,0,3.94,1.55,0.56,1.69,0.14,0,1.13,0,0,0,0,0,0,0.7,0.28,0.28,1.13,1.27,0,0,0,0.7,0.42,0.14,12.8,13.64,0,5.49,9.14,0.7,0.14,0,3.52,1.41,7.74,3.23,3.66,0,2.67,0.98,0,6.75,0,0,1.97,0,4.78,0
