Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
51065_EMOTIONS_child_MM.docx,1,185,42.89,14.33,29.39,27.38,46.25,8.11,95.14,82.16,56.22,14.59,9.73,8.11,0,1.08,0,0.54,4.86,30.27,4.86,18.92,7.03,7.03,3.24,2.7,3.24,16.76,6.49,19.46,2.7,2.16,0.54,0.54,4.86,1.62,3.24,0,0,2.7,0,0,0,0,9.19,4.86,4.32,5.41,1.08,4.32,2.7,1.62,0,0,7.03,2.16,0,0,0,0,0.54,4.86,3.24,0,0,2.16,1.08,0,0,1.08,6.49,3.24,0,2.7,0.54,0,0,0,0,0,0,0,0,0,0,1.08,1.62,1.08,0,0,0,0,0,0,5.41,7.57,0,4.32,3.24,0.54,0,0,2.16,0,5.95,1.08,10.81,0,0.54,10.27,0,4.86,0,0,1.62,0,3.24,0
51067_EMOTIONS_child_SS.docx,1,309,25.51,23,86.79,28.9,154.5,7.77,92.23,81.88,61.17,17.48,13.92,9.06,0.32,4.21,0.32,0,3.56,17.48,6.47,5.18,12.62,11.97,7.77,4.53,2.59,23.95,4.53,6.47,1.94,1.29,0.65,0.32,10.68,1.94,8.74,0.65,1.62,2.91,0.32,0.65,1.94,0.32,5.83,3.24,2.59,2.59,0.32,2.27,0.65,0.97,0.32,0,6.47,0.65,0,0,0,0.32,0,5.83,0.65,0,0.32,0.32,0,0,0,0,6.15,2.91,0.32,2.27,0,0.65,1.94,0,0,0,0,0,0,0.65,0,1.29,1.29,1.94,0,0,0,0,0.97,0,5.5,11.33,0,3.88,8.41,0,0,0,3.56,2.91,8.74,4.85,4.53,0,1.94,2.59,0,6.47,0,0,0.32,0,6.15,0
51072_EMOTIONS_child_SS.docx,1,798,31.12,10.89,54,44.65,199.5,7.89,94.24,84.84,49.5,15.29,12.66,10.28,0.5,1.5,0,0.25,2.63,16.67,4.14,8.02,7.02,7.64,4.01,5.01,2.26,21.3,15.41,9.4,3.13,2.51,0.5,0.13,11.28,2.38,8.9,0.75,2.13,2.88,3.13,0.5,1,0,9.65,5.51,3.88,7.02,3.38,3.38,0.88,0.88,1.63,0,6.27,1.25,0.25,0,0,0,0.63,5.01,1.75,0.5,0,0.38,0.5,0,0,0.5,4.51,0.5,1,2.63,0.38,0,0.38,0.13,0,0,0,0,0,0.25,0,0.38,2.01,3.13,0.5,0,0,0,0.5,0,15.16,5.26,0,3.26,2.38,0.5,0,0,3.88,2.51,3.63,4.64,15.16,0,9.65,5.26,0.25,3.51,0,0,0.38,0,3.01,0.13
51073_EMOTIONS_child_CK.docx,1,326,17.6,1.66,60.82,91.98,65.2,7.06,92.94,82.82,57.98,18.1,12.27,10.12,0.31,1.23,0.61,0,5.83,24.54,2.45,15.64,6.13,5.52,3.37,6.44,3.99,18.4,7.06,17.18,3.37,1.84,1.53,0.31,14.72,3.99,10.74,2.15,1.53,0.61,3.07,0.31,4.29,0,8.28,6.75,1.53,3.68,2.76,0.92,0,0.92,0,0,7.36,3.07,0.61,0.31,0,0.31,0.92,4.29,1.53,0,1.53,0.31,0,0,0,0,3.37,1.53,0.61,1.23,0,0,0.92,0,0,0,0,0,0,0.92,0,0.61,0,1.53,0,0,0,0.92,0,0,12.58,2.45,0,0.61,1.53,0.31,0,0,2.15,1.23,3.68,4.29,10.12,0,7.36,2.76,0,3.37,0,0,1.23,0,2.15,0
51079_EMOTIONS_child_MM.docx,1,266,11.6,19.1,12.03,73.17,53.2,8.27,96.62,90.98,62.03,19.17,12.78,7.52,0.38,2.63,1.5,0.75,6.39,16.54,2.63,8.27,10.53,10.9,2.63,8.27,4.51,22.93,5.26,9.02,1.88,1.13,0,0,17.67,3.38,14.29,1.5,4.89,3.76,3.01,0.38,2.63,0,7.14,5.26,1.88,5.64,3.76,1.88,1.5,0,0.38,0,9.77,2.26,0,0,0,0,2.26,7.52,1.13,0.38,0.75,2.26,0,0,0,0,1.5,0.75,0.38,0.75,0,0,0,0,0,0,0,0,0,0,0,0,2.63,1.5,0,0,0,0,0,0,10.53,3.38,0,1.13,1.88,0,0,0.38,2.26,3.01,6.39,1.88,12.78,0.38,0,12.41,0,6.39,0,0,1.88,0,4.51,0
51080_EMOTIONS_child_MM.docx,1,168,7.97,9.23,21.06,8.95,42,7.14,97.02,91.07,62.5,21.43,14.29,11.9,1.19,0.6,0.6,0,7.14,30.95,1.79,21.43,5.36,12.5,2.98,3.57,1.79,19.64,7.14,22.62,3.57,3.57,0,0,11.9,2.38,9.52,0,2.98,2.38,0.6,0.6,0.6,0,8.33,3.57,4.76,6.55,1.79,4.76,1.79,2.38,0.6,0,7.14,0.6,0,0,0,0,0,5.36,2.98,0,1.79,0.6,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,2.38,1.19,0,0,0,0,0,0,6.55,2.38,0,0.6,2.38,0,0,0,1.19,0.6,9.52,2.38,16.67,0,2.98,13.69,0,10.12,0,0,2.38,0,7.74,0
51081_EMOTIONS_child_SS.docx,1,202,49.18,2.94,94.09,34.12,101,12.38,93.56,78.71,58.42,14.85,11.39,9.41,0,0.5,1.49,0,3.47,25.74,4.95,15.35,10.4,9.41,1.98,2.97,2.97,18.81,8.42,15.35,2.48,0.99,1.49,0.5,12.87,0.99,11.88,2.97,2.48,1.49,0.5,0.5,2.48,0,7.92,4.46,3.47,4.46,0.99,3.47,1.98,0.99,0.5,0,5.45,1.98,0.5,0,0,0,0.5,3.47,0.99,0,0,1.98,0,0,0,0,3.96,0.99,0,2.97,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,7.92,11.88,0,5.94,5.94,0,0,0,2.97,1.49,6.44,1.49,3.96,0,2.48,1.49,0,4.95,0,0,0.5,0,4.46,0
51082_EMOTIONS_child_SS.docx,1,454,6.49,51.88,27.09,9.59,90.8,5.51,94.49,85.24,59.25,22.25,16.74,9.69,0.22,5.73,1.1,0,5.51,15.42,5.07,6.61,6.61,14.98,3.96,5.73,1.32,28.85,11.01,7.27,2.64,2.2,0.44,0,13.44,1.54,11.67,1.32,1.1,4.63,2.86,0,2.86,0.22,6.83,2.86,3.96,4.19,1.1,3.08,0.88,0,2.2,0,13.66,3.3,0.22,0.66,0,0,1.98,9.91,1.76,0.66,0.88,1.32,0,0,0,0,2.64,1.1,0.66,0.88,0,0,1.1,0,0,0,0,0,0,0.44,0.22,0,0.44,1.76,0,0,0,0.22,0,0,10.57,5.07,0.22,2.86,0.88,0.88,0,0.44,2.86,2.2,7.05,4.41,9.25,0.44,7.49,1.54,0,6.61,0,0,0.88,0,5.73,0
51083_EMOTIONS_child_CK.docx,1,151,21.09,10.6,18.82,8.05,37.75,5.3,95.36,87.42,56.29,21.85,17.88,11.92,0,0.66,3.97,0.66,3.97,23.18,1.99,14.57,5.96,5.96,2.65,1.99,2.65,19.21,7.95,17.88,2.65,2.65,0,0,16.56,7.28,9.27,1.99,1.32,1.99,0.66,0,1.32,0.66,7.95,3.31,4.64,6.62,2.65,3.97,1.32,1.32,1.32,0,11.26,2.65,0.66,0,0.66,0,1.32,8.61,2.65,0,2.65,3.31,0,0,0,0,0.66,0.66,0,0,0,0,0.66,0,0,0,0,0,0,0.66,0,0,0.66,1.99,0,0,0,0,0,0.66,13.91,6.62,0.66,1.99,1.99,1.99,0,1.32,0,3.97,4.64,1.32,9.27,0,7.28,1.99,0,3.31,0,0,1.99,0,1.32,0
51084_EMOTIONS_child_CK.docx,1,127,17.02,1.22,96.81,12.07,127,6.3,92.91,80.31,63.78,18.11,11.02,9.45,0.79,0.79,0,0,7.09,28.35,1.57,21.26,7.87,7.09,2.36,5.51,5.51,14.17,3.15,23.62,5.51,2.36,0.79,0,10.24,0.79,9.45,0.79,0,2.36,4.72,0,7.09,0,2.36,0.79,1.57,0,0,0,0,0,0,0,7.87,0.79,0,0,0,0,0,7.09,3.94,0,1.57,2.36,0,0,0,0,3.94,0.79,1.57,2.36,0,0,0.79,0,0,0,0,0,0,0.79,0,0.79,1.57,0.79,0.79,0,0,0,0,0,7.87,8.66,0,3.15,7.09,0,0,0,3.15,3.15,6.3,0,7.87,0,3.94,3.94,0,6.3,0,0,0,0,6.3,0
